ds,y
2021-03-31,8.844061308631897
2021-09-30,8.472701973521598
2022-03-31,8.194894000987437
2022-09-30,8.888856742849054
2023-03-31,9.381540312229626
2023-09-30,9.526254152877721
2024-03-31,9.504218210964975
2024-09-30,9.598231966467184
2025-03-31,9.453562590915308
