county,kg_seized,period_label,period_date,time_idx,half,year,log_kg_seized,county_total,is_hotspot,lag_1,log_lag_1,lag_2,log_lag_2,lag_3,log_lag_3,roll_mean_2,roll_mean_3,roll_std_3,log_roll_mean_2,log_roll_mean_3,diff_1,log_diff_1,pct_change,trend_up,national_kg,county_share_pct,z_score
Bomet,6.6,2021 H2,2021-09-30,1,2,2021,2.028148247292285,736.689,0,1.4,0.8754687373538999,,,,,4.0,4.0,3.676955262170047,1.4518084923230925,1.4518084923230925,5.199999999999999,1.1526795099383853,371.42857142857144,1,4781.42,0.138,-0.5937735165652084
Bomet,1.0,2022 H1,2022-03-31,2,1,2022,0.6931471805599453,736.689,0,6.6,2.028148247292285,1.4,0.8754687373538999,,,3.8,3.0,3.1240998703626612,1.3606477139261153,1.1989213884020435,-5.6,-1.3350010667323398,-84.84848484848484,0,3621.407,0.0276,-0.6379587687026068
Bomet,2.964,2022 H2,2022-09-30,3,2,2022,1.3772536164677416,736.689,0,1.0,0.6931471805599453,6.6,2.028148247292285,1.4,0.8754687373538999,1.982,3.521333333333333,2.84129641771733,1.0352003985138434,1.366183014773324,1.964,0.6841064359077963,196.4,1,7249.725,0.0409,-0.6224623695601335
Bomet,1.01,2023 H1,2023-03-31,4,1,2023,0.6981347220709844,736.689,0,2.964,1.3772536164677416,1.0,0.6931471805599453,6.6,2.028148247292285,1.987,1.6580000000000001,1.1310402291695894,1.0376941692693629,0.9228451730328904,-1.954,-0.6791188943967572,-65.92442645074223,0,11866.28,0.0085,-0.6378798664666471
Bomet,301.0,2023 H2,2023-09-30,5,2,2023,5.71042701737487,736.689,0,1.01,0.6981347220709844,2.964,1.3772536164677416,1.0,0.6931471805599453,151.005,101.658,172.6380006024166,3.2042808697229272,2.5952717853045315,299.99,5.012292295303885,29701.9801980198,1,13714.12,2.1948,1.7291083100865987
Bomet,279.8,2024 H1,2024-03-31,6,1,2024,5.637642672151656,736.689,0,301.0,5.71042701737487,1.01,0.6981347220709844,2.964,1.3772536164677416,290.4,193.93666666666664,167.41530405949553,5.674034844763263,4.015401470532503,-21.19999999999999,-0.07278434522321398,-7.043189368770763,0,13415.2,2.0857,1.5618355698521618
Bomet,140.905,2024 H2,2024-09-30,7,2,2024,4.955157819626969,736.689,0,279.8,5.637642672151656,301.0,5.71042701737487,1.01,0.6981347220709844,210.35250000000002,240.56833333333336,86.95944461835835,5.296400245889312,5.434409169717831,-138.895,-0.6824848525246869,-49.64081486776269,0,14737.7,0.9561,0.4659229634907392
Bomet,2.01,2025 H1,2025-03-31,8,1,2025,1.1019400787607843,736.689,0,140.905,4.955157819626969,279.8,5.637642672151656,301.0,5.71042701737487,71.4575,140.905,138.89499999999998,3.028548949193876,3.8982468568464697,-138.895,-3.8532177408661843,-98.57350697278308,0,12752.52,0.0158,-0.629989642870683
Bungoma,2.4,2021 H1,2021-03-31,0,1,2021,1.2237754316221157,1346.145,0,,,,,,,2.4,2.4,0.0,1.2237754316221157,1.2237754316221157,,,,0,6932.09297,0.0346,-0.641485107022486
Bungoma,8.35,2021 H2,2021-09-30,1,2,2021,2.2353763433005955,1346.145,0,2.4,1.2237754316221157,,,,,5.375,5.375,4.2072853480599575,1.7295758874613556,1.7295758874613556,5.949999999999999,1.0116009116784799,247.91666666666666,1,4781.42,0.1746,-0.6155505200654146
Bungoma,575.6,2022 H1,2022-03-31,2,1,2022,6.357148785204302,1346.145,0,8.35,2.2353763433005955,2.4,1.2237754316221157,,,291.975,195.45000000000002,329.23299880176046,4.296262564252449,3.2721001867090043,567.25,4.1217724419037065,6793.413173652695,1,3621.407,15.8944,1.856952749077232
Bungoma,10.625,2022 H2,2022-09-30,3,2,2022,2.45315795147342,1346.145,0,575.6,6.357148785204302,8.35,2.2353763433005955,2.4,1.2237754316221157,293.1125,198.1916666666667,326.847183647547,4.405153368338861,3.6818943599927727,-564.975,-3.903990833730882,-98.1541000694927,0,7249.725,0.1466,-0.6056343544641813
Bungoma,510.56,2023 H1,2023-03-31,4,1,2023,6.23746488056512,1346.145,0,10.625,2.45315795147342,575.6,6.357148785204302,8.35,2.2353763433005955,260.5925,365.595,309.12833269533866,4.345311416019269,5.01592387241428,499.935,3.7843069290916995,4705.270588235294,1,11866.28,4.3026,1.5734593817347238
Bungoma,16.16,2023 H2,2023-09-30,5,2,2023,2.8425810940598164,1346.145,0,510.56,6.23746488056512,10.625,2.45315795147342,575.6,6.357148785204302,263.36,179.115,287.0531311011953,4.540022987312468,3.8444013086994517,-494.4,-3.394883786505303,-96.83484801002821,0,13714.12,0.1178,-0.5815086504629393
Bungoma,33.4,2024 H1,2024-03-31,6,1,2024,3.5380565643793527,1346.145,0,16.16,2.8425810940598164,510.56,6.23746488056512,10.625,2.45315795147342,24.78,186.70666666666668,280.59764883785704,3.1903188292195845,4.206034179668096,17.24,0.6954754703195363,106.68316831683167,1,13415.2,0.249,-0.5063637295990888
